prompt,response
"['2 tablespoons vegetable oil ', '6 skinless, boneless chicken breast halves ', '1/2 cup teriyaki basting sauce ', '1/2 cup Ranch-style salad dressing ', '1 cup shredded Cheddar cheese ', '3 green onions, chopped ', '1/2 (3 ounce) can bacon bits ', '1 tablespoon chopped fresh parsley, for garnish ', '']","Preheat oven to 350 degrees F (175 degrees ).
In a large skillet, heat oil over medium-high heat. Add chicken breasts, and saute 4 to 5 minutes each side, until lightly browned.
Place browned chicken breasts in a 9x13 inch baking dish. Brush with teriyaki sauce, then spoon on salad dressing. Sprinkle with cheese, green onions and bacon bits.
Bake for 25 to 35 minutes, or until chicken is no longer pink and juices run clear. Garnish with parsley and serve.
"
"['1/3 cup soy sauce ', '1/2 cup olive oil ', '1/3 cup fresh lemon juice ', '1/4 cup Worcestershire sauce ', '1 1/2 tablespoons garlic powder ', '3 tablespoons dried basil ', '1 1/2 tablespoons dried parsley flakes ', '1 teaspoon ground white pepper ', '1/4 teaspoon hot pepper sauce (optional) ', '1 teaspoon dried minced garlic (optional) ', '']","Place the soy sauce, olive oil, lemon juice, Worcestershire sauce, garlic powder, basil, parsley, and pepper in a blender. Add hot pepper sauce and garlic, if desired. Blend on high speed for 30 seconds until thoroughly mixed.
Pour marinade over desired type of meat. Cover, and refrigerate for up to 8 hours. Cook meat as desired.
"
"['1 (9 inch) prepared graham cracker crust ', '3 cups sweetened condensed milk ', '1/2 cup sour cream ', '3/4 cup key lime juice ', '1 tablespoon grated lime zest ', '']","Preheat oven to 350 degrees F (175 degrees ).
In a medium bowl, combine condensed milk, sour cream, lime juice, and lime rind. Mix well and pour into graham cracker crust.
Bake in preheated oven for 5 to 8 minutes, until tiny pinhole bubbles burst on the surface of pie. DO NOT BROWN! Chill pie thoroughly before serving. Garnish with lime slices and whipped cream if desired.
"
"['2 pounds ground beef ', '1/2 onion, chopped ', '1 teaspoon ground black pepper ', '1/2 teaspoon garlic salt ', '2 1/2 cups tomato sauce ', '1 (8 ounce) jar salsa ', '4 tablespoons chili seasoning mix ', '1 (15 ounce) can light red kidney beans ', '1 (15 ounce) can dark red kidney beans ', '']","In a large saucepan over medium heat, combine the ground beef and the onion and saute for 10 minutes, or until meat is browned and onion is tender. Drain grease, if desired.
Add the ground black pepper, garlic salt, tomato sauce, salsa, chili seasoning mix and kidney beans. Mix well, reduce heat to low and simmer for at least an hour.
"
"['6 roma (plum) tomatoes, chopped ', '1/2 cup sun-dried tomatoes, packed in oil ', '3 cloves minced garlic ', '1/4 cup olive oil ', '2 tablespoons balsamic vinegar ', '1/4 cup fresh basil, stems removed ', '1/4 teaspoon salt ', '1/4 teaspoon ground black pepper ', '1 French baguette ', '2 cups shredded mozzarella cheese ', '']","Preheat the oven on broiler setting.
In a large bowl, combine the roma tomatoes, sun-dried tomatoes, garlic, olive oil, vinegar, basil, salt, and pepper. Allow the mixture to sit for 10 minutes.
Cut the baguette into 3/4-inch slices. On a baking sheet, arrange the baguette slices in a single layer. Broil for 1 to 2 minutes, until slightly brown.
Divide the tomato mixture evenly over the baguette slices. Top the slices with mozzarella cheese.
Broil for 5 minutes, or until the cheese is melted.
"
"['1 cup all-purpose flour ', '2 eggs ', '1/2 cup milk ', '1/2 cup water ', '1/4 teaspoon salt ', '2 tablespoons butter, melted ', '']","In a large mixing bowl, whisk together the flour and the eggs. Gradually add in the milk and water, stirring to combine. Add the salt and butter; beat until smooth.
Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each crepe. Tilt the pan with a circular motion so that the batter coats the surface evenly.
Cook the crepe for about 2 minutes, until the bottom is light brown. Loosen with a spatula, turn and cook the other side. Serve hot.
"
"['6 slices day-old bread ', '2 tablespoons butter, melted ', '1/2 cup raisins (optional) ', '4 eggs, beaten ', '2 cups milk ', '3/4 cup white sugar ', '1 teaspoon ground cinnamon ', '1 teaspoon vanilla extract ', '']","Preheat oven to 350 degrees F (175 degrees ).
Break bread into small pieces into an 8 inch square baking pan. Drizzle melted butter or margarine over bread. If desired, sprinkle with raisins.
In a medium mixing bowl, combine eggs, milk, sugar, cinnamon, and vanilla. Beat until well mixed. Pour over bread, and lightly push down with a fork until bread is covered and soaking up the egg mixture.
Bake in the preheated oven for 45 minutes, or until the top springs back when lightly tapped.
"
"['2 eggs, beaten ', '1 cup crushed buttery round cracker crumbs ', '1/2 teaspoon garlic salt ', 'ground black pepper to taste ', '4 skinless, boneless chicken breast halves ', '1/2 cup butter, cut into pieces ', '']","Preheat oven to 375 degrees F (190 degrees ).
Place eggs and cracker crumbs in two separate shallow bowls. Mix cracker crumbs with garlic salt and pepper. Dip chicken in the eggs, then dredge in the crumb mixture to coat.
Arrange coated chicken in a 9x13 inch baking dish. Place pieces of butter around the chicken.
Bake in the preheated oven for 40 minutes, or until chicken is no longer pink and juices run clear.
"
"['1 cup chocolate cookie crumbs ', '3 tablespoons white sugar ', '1/4 cup butter, melted ', '1 (10 ounce) package frozen raspberries ', '2 tablespoons white sugar ', '2 teaspoons cornstarch ', '1/2 cup water ', '2 cups white chocolate chips ', '1/2 cup half-and-half cream ', '3 (8 ounce) packages cream cheese, softened ', '1/2 cup white sugar ', '3 eggs ', '1 teaspoon vanilla extract ', '']","In a medium bowl, mix together cookie crumbs, 3 tablespoons sugar, and melted butter. Press mixture into the bottom of a 9 inch springform pan.
In a saucepan, combine raspberries, 2 tablespoons sugar, cornstarch, and water. Bring to boil, and continue boiling 5 minutes, or until sauce is thick. Strain sauce through a mesh strainer to remove seeds.
Preheat oven to 325 degrees F (165 degrees ). In a metal bowl over a pan of simmering water, melt white chocolate chips with half-and-half, stirring occasionally until smooth.
In a large bowl, mix together cream cheese and 1/2 cup sugar until smooth. Beat in eggs one at a time. Blend in vanilla and melted white chocolate. Pour half of batter over crust. Spoon 3 tablespoons raspberry sauce over batter. Pour remaining cheesecake batter into pan, and again spoon 3 tablespoons raspberry sauce over the top. Swirl batter with the tip of a knife to create a marbled effect.
Bake for 55 to 60 minutes, or until filling is set. Cool, cover with plastic wrap, and refrigerate for 8 hours before removing from pan. Serve with remaining raspberry sauce.
"
"['4 cups sweet potato, cubed ', '1/2 cup white sugar ', '2 eggs, beaten ', '1/2 teaspoon salt ', '4 tablespoons butter, softened ', '1/2 cup milk ', '1/2 teaspoon vanilla extract ', '1/2 cup packed brown sugar ', '1/3 cup all-purpose flour ', '3 tablespoons butter, softened ', '1/2 cup chopped pecans ', '']","Preheat oven to 325 degrees F (165 degrees ). Put sweet potatoes in a medium saucepan with water to cover. Cook over medium high heat until tender; drain and mash.
In a large bowl, mix together the sweet potatoes, white sugar, eggs, salt, butter, milk and vanilla extract. Mix until smooth. Transfer to a 9x13 inch baking dish.
In medium bowl, mix the brown sugar and flour. Cut in the butter until the mixture is coarse. Stir in the pecans. Sprinkle the mixture over the sweet potato mixture.
Bake in the preheated oven 30 minutes, or until the topping is lightly brown.
"
"['1/4 cup butter, melted ', '3 tablespoons Dijon mustard ', '1 1/2 tablespoons honey ', '1/4 cup dry bread crumbs ', '1/4 cup finely chopped pecans ', '4 teaspoons chopped fresh parsley ', '4 (4 ounce) fillets salmon ', 'salt and pepper to taste ', '1 lemon, for garnish ', '']","Preheat oven to 400 degrees F (200 degrees ).
In a small bowl, stir together butter, mustard, and honey. Set aside. In another bowl, mix together bread crumbs, pecans, and parsley.
Brush each salmon fillet lightly with honey mustard mixture, and sprinkle the tops of the fillets with the bread crumb mixture.
Bake salmon 12 to 15 minutes in the preheated oven, or until it flakes easily with a fork. Season with salt and pepper, and garnish with a wedge of lemon.
"
"['1 (2 pound) pork tenderloin ', '1 (1 ounce) envelope dry onion soup mix ', '1 cup water ', '3/4 cup red wine ', '3 tablespoons minced garlic ', '3 tablespoons soy sauce ', 'freshly ground black pepper to taste ', '']","Place pork tenderloin in a slow cooker with the contents of the soup packet. Pour water, wine, and soy sauce over the top, turning the pork to coat. Carefully spread garlic over the pork, leaving as much on top of the roast during cooking as possible. Sprinkle with pepper, cover, and cook on low setting for 4 hours. Serve with cooking liquid on the side as au jus.
"
"['1 (8 ounce) package cream cheese ', '1 (14 ounce) can sweetened condensed milk ', '1 (5 ounce) package instant vanilla pudding mix ', '3 cups cold milk ', '1 teaspoon vanilla extract ', '1 (8 ounce) container frozen whipped topping, thawed ', '4 bananas, sliced ', '1/2 (12 ounce) package vanilla wafers ', '']","In a large bowl, beat cream cheese until fluffy. Beat in condensed milk, pudding mix, cold milk and vanilla until smooth. Fold in 1/2 of the whipped topping.
Line the bottom of a 9x13 inch dish with vanilla wafers. Arrange sliced bananas evenly over wafers. Spread with pudding mixture. Top with remaining whipped topping. Chill.
"
"['8 fresh peaches - peeled, pitted and sliced into thin wedges ', '1/4 cup white sugar ', '1/4 cup brown sugar ', '1/4 teaspoon ground cinnamon ', '1/8 teaspoon ground nutmeg ', '1 teaspoon fresh lemon juice ', '2 teaspoons cornstarch ', '1 cup all-purpose flour ', '1/4 cup white sugar ', '1/4 cup brown sugar ', '1 teaspoon baking powder ', '1/2 teaspoon salt ', '6 tablespoons unsalted butter, chilled and cut into small pieces ', '1/4 cup boiling water ', ' TOGETHER: ', '3 tablespoons white sugar ', '1 teaspoon ground cinnamon ', '']","Preheat oven to 425 degrees F (220 degrees ).
In a large bowl, combine peaches, 1/4 cup white sugar, 1/4 cup brown sugar, 1/4 teaspoon cinnamon, nutmeg, lemon juice, and cornstarch. Toss to coat evenly, and pour into a 2 quart baking dish. Bake in preheated oven for 10 minutes.
Meanwhile, in a large bowl, combine flour, 1/4 cup white sugar, 1/4 cup brown sugar, baking powder, and salt. Blend in butter with your fingertips, or a pastry blender, until mixture resembles coarse meal. Stir in water until just combined.
Remove peaches from oven, and drop spoonfuls of topping over them. Sprinkle entire cobbler with the sugar and cinnamon mixture. Bake until topping is golden, about 30 minutes.
"
"['4 large baking potatoes ', '8 slices bacon ', '1 cup sour cream ', '1/2 cup milk ', '4 tablespoons butter ', '1/2 teaspoon salt ', '1/2 teaspoon pepper ', '1 cup shredded Cheddar cheese, divided ', '8 green onions, sliced, divided ', '']","Preheat oven to 350 degrees F (175 degrees ).
Bake potatoes in preheated oven for 1 hour.
Meanwhile, place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside.
When potatoes are done allow them to cool for 10 minutes. Slice potatoes in half lengthwise and scoop the flesh into a large bowl; save skins. To the potato flesh add sour cream, milk, butter, salt, pepper, 1/2 cup cheese and 1/2 the green onions. Mix with a hand mixer until well blended and creamy. Spoon the mixture into the potato skins. Top each with remaining cheese, green onions and bacon.
Bake for another 15 minutes.
"
"['1 (16 ounce) can black beans, drained and rinsed ', '1/2 green bell pepper, cut into 2 inch pieces ', '1/2 onion, cut into wedges ', '3 cloves garlic, peeled ', '1 egg ', '1 tablespoon chili powder ', '1 tablespoon cumin ', '1 teaspoon Thai chili sauce or hot sauce ', '1/2 cup bread crumbs ', '']","If grilling, preheat an outdoor grill for high heat, and lightly oil a sheet of aluminum foil. If baking, preheat oven to 375 degrees F (190 degrees ), and lightly oil a baking sheet.
In a medium bowl, mash black beans with a fork until thick and pasty.
In a food processor, finely chop bell pepper, onion, and garlic. Then stir into mashed beans.
In a small bowl, stir together egg, chili powder, cumin, and chili sauce.
Stir the egg mixture into the mashed beans. Mix in bread crumbs until the mixture is sticky and holds together. Divide mixture into four patties.
If grilling, place patties on foil, and grill about 8 minutes on each side. If baking, place patties on baking sheet, and bake about 10 minutes on each side.
"
"['1 cup warm water (110 degrees F/45 degrees ) ', '2 tablespoons white sugar ', '1 (.25 ounce) package bread machine yeast ', '1/4 cup vegetable oil ', '3 cups bread flour ', '1 teaspoon salt ', '']","Place the water, sugar and yeast in the pan of the bread machine. Let the yeast dissolve and foam for 10 minutes. Add the oil, flour and salt to the yeast. Select Basic or White Bread setting, and press Start.
"
"['1 (16 ounce) package OREO Chocolate Sandwich Cookies, divided ', '1 (8 ounce) package PHILADELPHIA Cream Cheese, softened ', ""2 (8 ounce) packages BAKER'S Semi-Sweet Baking Chocolate, melted "", '']","Crush 9 of the cookies to fine crumbs in food processor; reserve for later use. (Cookies can also be finely crushed in a resealable plastic bag using a rolling pin.) Crush remaining 36 cookies to fine crumbs; place in medium bowl. Add cream cheese; mix until well blended. Roll cookie mixture into 42 balls, about 1-inch in diameter.
Dip balls in chocolate; place on wax paper-covered baking sheet. (Any leftover chocolate can be stored at room temperature for another use.) Sprinkle with reserved cookie crumbs.
Refrigerate until firm, about 1 hour. Store leftover truffles, covered, in refrigerator.
"
